,string,tokens,label
1982,give guidance,"['give', 'guidance']",LVC
1983,make a personal appearance,"['make', 'a', 'personal', 'appearance']",LVC
1984,make a claim,"['make', 'a', 'claim']",LVC
1985,make the first payment,"['make', 'the', 'first', 'payment']",LVC
1986,have authority,"['have', 'authority']",LVC
1987,give notice,"['give', 'notice']",LVC
1988,give rise,"['give', 'rise']",LVC
1989,make sense,"['make', 'sense']",LVC
1990,get my record,"['get', 'my', 'record']",LVC
1991,do a whole host,"['do', 'a', 'whole', 'host']",LVC
1992,make a presentation,"['make', 'a', 'presentation']",LVC
1993,give the trust,"['give', 'the', 'trust']",LVC
1994,make a very favourable impression,"['make', 'a', 'very', 'favourable', 'impression']",LVC
1995,give no general guidance,"['give', 'no', 'general', 'guidance']",LVC
1996,make much difference,"['make', 'much', 'difference']",LVC
1997,make an attack,"['make', 'an', 'attack']",LVC
1998,get the greatest profit,"['get', 'the', 'greatest', 'profit']",LVC
1999,have no interest,"['have', 'no', 'interest']",LVC
2000,get the credit,"['get', 'the', 'credit']",LVC
2001,have my personal input,"['have', 'my', 'personal', 'input']",LVC
2002,make a refreshing change,"['make', 'a', 'refreshing', 'change']",LVC
2003,do an Eastern European tour,"['do', 'an', 'Eastern', 'European', 'tour']",LVC
2004,take an Animosity test,"['take', 'an', 'Animosity', 'test']",LVC
2005,take the offer,"['take', 'the', 'offer']",LVC
2006,make an offer,"['make', 'an', 'offer']",LVC
2007,do my commission,"['do', 'my', 'commission']",LVC
2008,do battle,"['do', 'battle']",LVC
2009,give the author freedom,"['give', 'the', 'author', 'freedom']",LVC
2010,make this choice,"['make', 'this', 'choice']",LVC
2011,do exercise,"['do', 'exercise']",LVC
2012,make the vow,"['make', 'the', 'vow']",LVC
2013,take a decision,"['take', 'a', 'decision']",LVC
2014,make their own mark,"['make', 'their', 'own', 'mark']",LVC
2015,make the voyage,"['make', 'the', 'voyage']",LVC
2016,have telephone contact,"['have', 'telephone', 'contact']",LVC
2017,make the money yield,"['make', 'the', 'money', 'yield']",LVC
2018,give support,"['give', 'support']",LVC
2019,make use,"['make', 'use']",LVC
2020,give a negative skin-prick test,"['give', 'a', 'negative', 'skin-prick', 'test']",LVC
2021,take issue,"['take', 'issue']",LVC
2022,take up our suggestion,"['take', 'up', 'our', 'suggestion']",LVC
2023,have need,"['have', 'need']",LVC
2024,make attempt,"['make', 'attempt']",LVC
2025,have a front sea view,"['have', 'a', 'front', 'sea', 'view']",LVC
2026,do some work,"['do', 'some', 'work']",LVC
2027,get a budget,"['get', 'a', 'budget']",LVC
2028,do no harm,"['do', 'no', 'harm']",LVC
2029,make significant use,"['make', 'significant', 'use']",LVC
2030,have your own account,"['have', 'your', 'own', 'account']",LVC
2031,give you sure-footed security,"['give', 'you', 'sure-footed', 'security']",LVC
2032,make the acquaintance,"['make', 'the', 'acquaintance']",LVC
2033,make no comment,"['make', 'no', 'comment']",LVC
2034,do help,"['do', 'help']",LVC
2035,make better use,"['make', 'better', 'use']",LVC
2036,do a great deal,"['do', 'a', 'great', 'deal']",LVC
2037,give serious attention,"['give', 'serious', 'attention']",LVC
2038,do their documentation,"['do', 'their', 'documentation']",LVC
2039,do a more fundamental concept,"['do', 'a', 'more', 'fundamental', 'concept']",LVC
2040,make payment,"['make', 'payment']",LVC
2041,take a deep breath,"['take', 'a', 'deep', 'breath']",LVC
2042,give an almighty push,"['give', 'an', 'almighty', 'push']",LVC
2043,make use,"['make', 'use']",LVC
2044,make sense,"['make', 'sense']",LVC
2045,give Vi comfort,"['give', 'Vi', 'comfort']",LVC
2046,make a start,"['make', 'a', 'start']",LVC
2047,do a patrol,"['do', 'a', 'patrol']",LVC
2048,take the threat,"['take', 'the', 'threat']",LVC
2049,make my life,"['make', 'my', 'life']",LVC
2050,do an interview,"['do', 'an', 'interview']",LVC
2051,get a good price,"['get', 'a', 'good', 'price']",LVC
2052,get hold,"['get', 'hold']",LVC
2053,make the maximum impact,"['make', 'the', 'maximum', 'impact']",LVC
2054,make a dramatic appearance,"['make', 'a', 'dramatic', 'appearance']",LVC
2055,make the final uncovered dash,"['make', 'the', 'final', 'uncovered', 'dash']",LVC
2056,have evidence,"['have', 'evidence']",LVC
2057,give a new catch phrase,"['give', 'a', 'new', 'catch', 'phrase']",LVC
2058,make a good confrontational meeting,"['make', 'a', 'good', 'confrontational', 'meeting']",LVC
2059,get fan get marriage,"['get', 'fan', 'get', 'marriage']",LVC
2060,give me a massage,"['give', 'me', 'a', 'massage']",LVC
2061,give security,"['give', 'security']",LVC
2062,make the draw,"['make', 'the', 'draw']",LVC
2063,make an African tour,"['make', 'an', 'African', 'tour']",LVC
2064,do effective political work,"['do', 'effective', 'political', 'work']",LVC
2065,do graduate work,"['do', 'graduate', 'work']",LVC
2066,make a far greater impact,"['make', 'a', 'far', 'greater', 'impact']",LVC
2067,get a lovely ride,"['get', 'a', 'lovely', 'ride']",LVC
2068,make a selection,"['make', 'a', 'selection']",LVC
2069,make sense,"['make', 'sense']",LVC
2070,make sense,"['make', 'sense']",LVC
2071,have absolute commitment,"['have', 'absolute', 'commitment']",LVC
2072,make an immediate start,"['make', 'an', 'immediate', 'start']",LVC
2073,do the work,"['do', 'the', 'work']",LVC
2074,do the bridge,"['do', 'the', 'bridge']",LVC
2075,"give a lump-sum , once-and-for-all payment","['give', 'a', 'lump-sum', ',', 'once-and-for-all', 'payment']",LVC
2076,get the presentation,"['get', 'the', 'presentation']",LVC
2077,do not tally,"['do', 'not', 'tally']",LVC
2078,take the measure,"['take', 'the', 'measure']",LVC
2079,give permission,"['give', 'permission']",LVC
2080,make a good recovery,"['make', 'a', 'good', 'recovery']",LVC
2081,have a care,"['have', 'a', 'care']",LVC
2082,give thought,"['give', 'thought']",LVC
2083,have the political and economic significance,"['have', 'the', 'political', 'and', 'economic', 'significance']",LVC
2084,take care,"['take', 'care']",LVC
2085,take one look,"['take', 'one', 'look']",LVC
2086,do more harm,"['do', 'more', 'harm']",LVC
2087,give no freedom,"['give', 'no', 'freedom']",LVC
2088,give his final approval,"['give', 'his', 'final', 'approval']",LVC
2089,give a concession,"['give', 'a', 'concession']",LVC
2090,get another chance,"['get', 'another', 'chance']",LVC
2091,give no other option,"['give', 'no', 'other', 'option']",LVC
2092,make sense,"['make', 'sense']",LVC
2093,give a demand,"['give', 'a', 'demand']",LVC
2094,have some new fascination,"['have', 'some', 'new', 'fascination']",LVC
2095,make a copy,"['make', 'a', 'copy']",LVC
2096,make a difference,"['make', 'a', 'difference']",LVC
2097,do more harm,"['do', 'more', 'harm']",LVC
2098,make a concerted advance,"['make', 'a', 'concerted', 'advance']",LVC
2099,do battle,"['do', 'battle']",LVC
2100,make a good display,"['make', 'a', 'good', 'display']",LVC
2101,make an ideal replacement,"['make', 'an', 'ideal', 'replacement']",LVC
2102,do a trade,"['do', 'a', 'trade']",LVC
2103,take evidence,"['take', 'evidence']",LVC
2104,make a speech,"['make', 'a', 'speech']",LVC
2105,make a permanent mark,"['make', 'a', 'permanent', 'mark']",LVC
2106,do great harm,"['do', 'great', 'harm']",LVC
2107,do translation,"['do', 'translation']",LVC
2108,do a good service,"['do', 'a', 'good', 'service']",LVC
2109,get a look,"['get', 'a', 'look']",LVC
2110,take her advice,"['take', 'her', 'advice']",LVC
2111,make a new life,"['make', 'a', 'new', 'life']",LVC
2112,make a clean break,"['make', 'a', 'clean', 'break']",LVC
2113,make an â€˜ordinary aerial challenge,"['make', 'an', 'â€˜ordinary', 'aerial', 'challenge']",LVC
2114,give some Christmas cheer,"['give', 'some', 'Christmas', 'cheer']",LVC
2115,make a healthy profit,"['make', 'a', 'healthy', 'profit']",LVC
2116,make his debut,"['make', 'his', 'debut']",LVC
2117,get a share,"['get', 'a', 'share']",LVC
2118,get a better deal,"['get', 'a', 'better', 'deal']",LVC
2119,get his first one-day England call,"['get', 'his', 'first', 'one-day', 'England', 'call']",LVC
2120,do too much stage work,"['do', 'too', 'much', 'stage', 'work']",LVC
2121,do the studio venture,"['do', 'the', 'studio', 'venture']",LVC
2122,make a sweeping gesture,"['make', 'a', 'sweeping', 'gesture']",LVC
2123,do research,"['do', 'research']",LVC
2124,take a step,"['take', 'a', 'step']",LVC
2125,make a winning debut,"['make', 'a', 'winning', 'debut']",LVC
2126,get the result,"['get', 'the', 'result']",LVC
2127,give a tough match,"['give', 'a', 'tough', 'match']",LVC
2128,make a revolution,"['make', 'a', 'revolution']",LVC
2129,have a mental picture,"['have', 'a', 'mental', 'picture']",LVC
2130,take a sip,"['take', 'a', 'sip']",LVC
2131,make a fairly substantial impact,"['make', 'a', 'fairly', 'substantial', 'impact']",LVC
2132,do a group collaboration,"['do', 'a', 'group', 'collaboration']",LVC
2133,have an enquiry,"['have', 'an', 'enquiry']",LVC
2134,make a judgement,"['make', 'a', 'judgement']",LVC
2135,make a deliberately cautious assumption,"['make', 'a', 'deliberately', 'cautious', 'assumption']",LVC
2136,do a study,"['do', 'a', 'study']",LVC
2137,have argument,"['have', 'argument']",LVC
2138,make a joke,"['make', 'a', 'joke']",LVC
2139,make a difference,"['make', 'a', 'difference']",LVC
2140,make a good start,"['make', 'a', 'good', 'start']",LVC
2141,do the booking,"['do', 'the', 'booking']",LVC
2142,do an advertisement,"['do', 'an', 'advertisement']",LVC
2143,make more sense,"['make', 'more', 'sense']",LVC
2144,make a claim,"['make', 'a', 'claim']",LVC
2145,make its first big UK acquisition,"['make', 'its', 'first', 'big', 'UK', 'acquisition']",LVC
2146,make its first profit,"['make', 'its', 'first', 'profit']",LVC
2147,make a sound,"['make', 'a', 'sound']",LVC
2148,do my first talk,"['do', 'my', 'first', 'talk']",LVC
2149,do my talk,"['do', 'my', 'talk']",LVC
2150,give my little lecture,"['give', 'my', 'little', 'lecture']",LVC
2151,get the appropriate sanction,"['get', 'the', 'appropriate', 'sanction']",LVC
2152,make an amusingly wicked use,"['make', 'an', 'amusingly', 'wicked', 'use']",LVC
2153,make knowledge,"['make', 'knowledge']",LVC
2154,do your holiday host quote,"['do', 'your', 'holiday', 'host', 'quote']",LVC
2155,get another report,"['get', 'another', 'report']",LVC
2156,get this reconciliation,"['get', 'this', 'reconciliation']",LVC
2157,take your breath,"['take', 'your', 'breath']",LVC
2158,make an exit,"['make', 'an', 'exit']",LVC
2159,do an average,"['do', 'an', 'average']",LVC
2160,give her unusual confidence,"['give', 'her', 'unusual', 'confidence']",LVC
2161,make their own selection,"['make', 'their', 'own', 'selection']",LVC
2162,take on,"['take', 'on']",PVC
2163,give in,"['give', 'in']",PVC
2164,take after,"['take', 'after']",PVC
2165,get out,"['get', 'out']",PVC
2166,get out,"['get', 'out']",PVC
2167,get through,"['get', 'through']",PVC
2168,give in,"['give', 'in']",PVC
2169,get on,"['get', 'on']",PVC
2170,give in,"['give', 'in']",PVC
2171,give in,"['give', 'in']",PVC
2172,take on,"['take', 'on']",PVC
2173,take on,"['take', 'on']",PVC
2174,get out,"['get', 'out']",PVC
2175,get out,"['get', 'out']",PVC
2176,do up,"['do', 'up']",PVC
2177,take on,"['take', 'on']",PVC
2178,get off,"['get', 'off']",PVC
2179,get out,"['get', 'out']",PVC
2180,get out,"['get', 'out']",PVC
2181,get out,"['get', 'out']",PVC
2182,get at,"['get', 'at']",PVC
2183,take on,"['take', 'on']",PVC
2184,make for,"['make', 'for']",PVC
2185,make over,"['make', 'over']",PVC
2186,get on,"['get', 'on']",PVC
2187,get on with,"['get', 'on', 'with']",PVC
2188,get at,"['get', 'at']",PVC
2189,get off,"['get', 'off']",PVC
2190,give in,"['give', 'in']",PVC
2191,make for,"['make', 'for']",PVC
2192,get on with,"['get', 'on', 'with']",PVC
2193,get out,"['get', 'out']",PVC
2194,get out,"['get', 'out']",PVC
2195,get out,"['get', 'out']",PVC
2196,get on,"['get', 'on']",PVC
2197,make for,"['make', 'for']",PVC
2198,take on,"['take', 'on']",PVC
2199,get together,"['get', 'together']",PVC
2200,get out,"['get', 'out']",PVC
2201,make for,"['make', 'for']",PVC
2202,get on with,"['get', 'on', 'with']",PVC
2203,give in,"['give', 'in']",PVC
2204,make for,"['make', 'for']",PVC
2205,make out,"['make', 'out']",PVC
2206,get over,"['get', 'over']",PVC
2207,get on with,"['get', 'on', 'with']",PVC
2208,have on,"['have', 'on']",PVC
2209,have on,"['have', 'on']",PVC
2210,have on,"['have', 'on']",PVC
2211,get on,"['get', 'on']",PVC
2212,make for,"['make', 'for']",PVC
2213,get out,"['get', 'out']",PVC
2214,get through,"['get', 'through']",PVC
2215,get out,"['get', 'out']",PVC
2216,take on,"['take', 'on']",PVC
2217,take on,"['take', 'on']",PVC
2218,get on with,"['get', 'on', 'with']",PVC
2219,give in,"['give', 'in']",PVC
2220,get on with,"['get', 'on', 'with']",PVC
2221,get down to,"['get', 'down', 'to']",PVC
2222,make for,"['make', 'for']",PVC
2223,give in,"['give', 'in']",PVC
2224,make for,"['make', 'for']",PVC
2225,make for,"['make', 'for']",PVC
2226,take on,"['take', 'on']",PVC
2227,get through,"['get', 'through']",PVC
2228,make for,"['make', 'for']",PVC
2229,get out,"['get', 'out']",PVC
2230,get off,"['get', 'off']",PVC
2231,make out,"['make', 'out']",PVC
2232,have on,"['have', 'on']",PVC
2233,take on,"['take', 'on']",PVC
2234,take on,"['take', 'on']",PVC
2235,take on,"['take', 'on']",PVC
2236,take on,"['take', 'on']",PVC
2237,get over,"['get', 'over']",PVC
2238,take on,"['take', 'on']",PVC
2239,take on,"['take', 'on']",PVC
2240,take on,"['take', 'on']",PVC
2241,get on,"['get', 'on']",PVC
2242,get out,"['get', 'out']",PVC
2243,have on,"['have', 'on']",PVC
2244,get by,"['get', 'by']",PVC
2245,get together,"['get', 'together']",PVC
2246,have on,"['have', 'on']",PVC
2247,make for,"['make', 'for']",PVC
2248,have on,"['have', 'on']",PVC
2249,get out,"['get', 'out']",PVC
2250,get on with,"['get', 'on', 'with']",PVC
2251,make out,"['make', 'out']",PVC
2252,get out,"['get', 'out']",PVC
2253,have on,"['have', 'on']",PVC
2254,take on,"['take', 'on']",PVC
2255,get on,"['get', 'on']",PVC
2256,get off,"['get', 'off']",PVC
2257,get on with,"['get', 'on', 'with']",PVC
2258,have on,"['have', 'on']",PVC
2259,get through,"['get', 'through']",PVC
2260,get out,"['get', 'out']",PVC
2261,give in,"['give', 'in']",PVC
2262,get out,"['get', 'out']",PVC
2263,get on with,"['get', 'on', 'with']",PVC
2264,get out,"['get', 'out']",PVC
2265,take on,"['take', 'on']",PVC
2266,get at,"['get', 'at']",PVC
2267,take on,"['take', 'on']",PVC
2268,have on,"['have', 'on']",PVC
2269,take on,"['take', 'on']",PVC
2270,get out,"['get', 'out']",PVC
2271,get on,"['get', 'on']",PVC
2272,get down to,"['get', 'down', 'to']",PVC
2273,take on,"['take', 'on']",PVC
2274,give in,"['give', 'in']",PVC
2275,make for,"['make', 'for']",PVC
2276,make for,"['make', 'for']",PVC
2277,make for,"['make', 'for']",PVC
2278,make over,"['make', 'over']",PVC
2279,get on,"['get', 'on']",PVC
2280,give in,"['give', 'in']",PVC
2281,get through,"['get', 'through']",PVC
2282,get on,"['get', 'on']",PVC
2283,give in,"['give', 'in']",PVC
2284,make for,"['make', 'for']",PVC
2285,make for,"['make', 'for']",PVC
2286,get through,"['get', 'through']",PVC
2287,have on,"['have', 'on']",PVC
2288,get out,"['get', 'out']",PVC
2289,take on,"['take', 'on']",PVC
2290,get out,"['get', 'out']",PVC
2291,make out,"['make', 'out']",PVC
2292,get on with,"['get', 'on', 'with']",PVC
2293,have on,"['have', 'on']",PVC
2294,get on,"['get', 'on']",PVC
2295,make for,"['make', 'for']",PVC
2296,take on,"['take', 'on']",PVC
2297,take on,"['take', 'on']",PVC
2298,get out,"['get', 'out']",PVC
2299,have on,"['have', 'on']",PVC
2300,take on,"['take', 'on']",PVC
2301,get by,"['get', 'by']",PVC
2302,get out,"['get', 'out']",PVC
2303,get out,"['get', 'out']",PVC
2304,take on,"['take', 'on']",PVC
2305,take on,"['take', 'on']",PVC
2306,get at,"['get', 'at']",PVC
2307,get down to,"['get', 'down', 'to']",PVC
2308,do good,"['do', 'good']",PVC
2309,get out,"['get', 'out']",PVC
2310,take on,"['take', 'on']",PVC
2311,get on,"['get', 'on']",PVC
2312,have on,"['have', 'on']",PVC
2313,make for,"['make', 'for']",PVC
2314,get out,"['get', 'out']",PVC
2315,take on,"['take', 'on']",PVC
2316,take on,"['take', 'on']",PVC
2317,get out,"['get', 'out']",PVC
2318,get off,"['get', 'off']",PVC
2319,get on with,"['get', 'on', 'with']",PVC
2320,get on with,"['get', 'on', 'with']",PVC
2321,take after,"['take', 'after']",PVC
2322,take on,"['take', 'on']",PVC
2323,get through,"['get', 'through']",PVC
2324,get on,"['get', 'on']",PVC
2325,make for,"['make', 'for']",PVC
2326,give in,"['give', 'in']",PVC
2327,take on,"['take', 'on']",PVC
2328,take on,"['take', 'on']",PVC
2329,get at,"['get', 'at']",PVC
2330,get on,"['get', 'on']",PVC
2331,get out,"['get', 'out']",PVC
2332,get out,"['get', 'out']",PVC
2333,have on,"['have', 'on']",PVC
2334,take on,"['take', 'on']",PVC
2335,get about,"['get', 'about']",PVC
2336,get off,"['get', 'off']",PVC
2337,get out,"['get', 'out']",PVC
2338,give in,"['give', 'in']",PVC
2339,give in,"['give', 'in']",PVC
2340,make for,"['make', 'for']",PVC
2341,make for,"['make', 'for']",PVC
2342,make for,"['make', 'for']",PVC
2343,get it on,"['get', 'it', 'on']",PVC
2344,take on,"['take', 'on']",PVC
2345,take on,"['take', 'on']",PVC
2346,get on with,"['get', 'on', 'with']",PVC
2347,get at,"['get', 'at']",PVC
2348,get on,"['get', 'on']",PVC
2349,take on,"['take', 'on']",PVC
2350,make out,"['make', 'out']",PVC
2351,take on,"['take', 'on']",PVC
2352,make out,"['make', 'out']",PVC
2353,have on,"['have', 'on']",PVC
2354,make for,"['make', 'for']",PVC
2355,take on,"['take', 'on']",PVC
2356,make for,"['make', 'for']",PVC
2357,get out,"['get', 'out']",PVC
2358,have on,"['have', 'on']",PVC
2359,get out,"['get', 'out']",PVC
2360,get off,"['get', 'off']",PVC
2361,give in,"['give', 'in']",PVC
2362,get out,"['get', 'out']",PVC
2363,make for,"['make', 'for']",PVC
2364,get over,"['get', 'over']",PVC
2365,get down to,"['get', 'down', 'to']",PVC
2366,give in,"['give', 'in']",PVC
2367,get out,"['get', 'out']",PVC
2368,make for,"['make', 'for']",PVC
2369,take on,"['take', 'on']",PVC
2370,get together,"['get', 'together']",PVC
2371,get off,"['get', 'off']",PVC
2372,get on with,"['get', 'on', 'with']",PVC
2373,give in,"['give', 'in']",PVC
2374,make for,"['make', 'for']",PVC
2375,make for,"['make', 'for']",PVC
2376,get out,"['get', 'out']",PVC
2377,get on,"['get', 'on']",PVC
2378,make out,"['make', 'out']",PVC
2379,have on,"['have', 'on']",PVC
2380,get out,"['get', 'out']",PVC
2381,make out,"['make', 'out']",PVC
2382,get out,"['get', 'out']",PVC
2383,give in,"['give', 'in']",PVC
2384,get off,"['get', 'off']",PVC
2385,make for,"['make', 'for']",PVC
2386,get through,"['get', 'through']",PVC
2387,get on with,"['get', 'on', 'with']",PVC
2388,get through,"['get', 'through']",PVC
2389,make out,"['make', 'out']",PVC
2390,get on,"['get', 'on']",PVC
2391,get on,"['get', 'on']",PVC
2392,give in,"['give', 'in']",PVC
2393,get on with,"['get', 'on', 'with']",PVC
2394,give in,"['give', 'in']",PVC
2395,get off,"['get', 'off']",PVC
2396,give in,"['give', 'in']",PVC
2397,make for,"['make', 'for']",PVC
2398,get on,"['get', 'on']",PVC
2399,get about,"['get', 'about']",PVC
2400,get down to,"['get', 'down', 'to']",PVC
2401,give in,"['give', 'in']",PVC
2402,get on,"['get', 'on']",PVC
2403,make for,"['make', 'for']",PVC
2404,get about,"['get', 'about']",PVC
2405,do up,"['do', 'up']",PVC
2406,take on,"['take', 'on']",PVC
2407,take on,"['take', 'on']",PVC
2408,take on,"['take', 'on']",PVC
2409,make for,"['make', 'for']",PVC
2410,take on,"['take', 'on']",PVC
2411,get through,"['get', 'through']",PVC
2412,get off,"['get', 'off']",PVC
2413,get on,"['get', 'on']",PVC
2414,have on,"['have', 'on']",PVC
2415,get on,"['get', 'on']",PVC
2416,get out,"['get', 'out']",PVC
2417,get at,"['get', 'at']",PVC
2418,get off,"['get', 'off']",PVC
2419,get out,"['get', 'out']",PVC
2420,give in,"['give', 'in']",PVC
2421,make out,"['make', 'out']",PVC
2422,get on,"['get', 'on']",PVC
2423,take on,"['take', 'on']",PVC
2424,get on,"['get', 'on']",PVC
2425,get out,"['get', 'out']",PVC
2426,get off,"['get', 'off']",PVC
2427,have on,"['have', 'on']",PVC
2428,get out,"['get', 'out']",PVC
2429,get on,"['get', 'on']",PVC
2430,get through,"['get', 'through']",PVC
2431,make out,"['make', 'out']",PVC
2432,get on,"['get', 'on']",PVC
2433,give in,"['give', 'in']",PVC
2434,make for,"['make', 'for']",PVC
2435,get on with,"['get', 'on', 'with']",PVC
2436,take on,"['take', 'on']",PVC
2437,get on,"['get', 'on']",PVC
2438,get off,"['get', 'off']",PVC
2439,make for,"['make', 'for']",PVC
2440,make for,"['make', 'for']",PVC
2441,get at,"['get', 'at']",PVC
2442,get on with,"['get', 'on', 'with']",PVC
2443,get behind,"['get', 'behind']",PVC
2444,get behind,"['get', 'behind']",PVC
2445,get out,"['get', 'out']",PVC
2446,get together,"['get', 'together']",PVC
2447,take on,"['take', 'on']",PVC
2448,get off,"['get', 'off']",PVC
2449,get through,"['get', 'through']",PVC
2450,take on,"['take', 'on']",PVC
2451,get out,"['get', 'out']",PVC
2452,get at,"['get', 'at']",PVC
2453,give in,"['give', 'in']",PVC
2454,get off,"['get', 'off']",PVC
2455,take on,"['take', 'on']",PVC
2456,give in,"['give', 'in']",PVC
2457,get over,"['get', 'over']",PVC
2458,get on,"['get', 'on']",PVC
2459,get over,"['get', 'over']",PVC
2460,get on with,"['get', 'on', 'with']",PVC
2461,make out,"['make', 'out']",PVC
2462,get about,"['get', 'about']",PVC
2463,get on,"['get', 'on']",PVC
2464,take on,"['take', 'on']",PVC
2465,get out,"['get', 'out']",PVC
2466,have on,"['have', 'on']",PVC
2467,take on,"['take', 'on']",PVC
2468,get over,"['get', 'over']",PVC
2469,get on with,"['get', 'on', 'with']",PVC
2470,get on,"['get', 'on']",PVC
2471,make for,"['make', 'for']",PVC
2472,get on,"['get', 'on']",PVC
2473,have on,"['have', 'on']",PVC
2474,get by,"['get', 'by']",PVC
2475,get about,"['get', 'about']",PVC
2476,get on,"['get', 'on']",PVC
2477,get by,"['get', 'by']",PVC
2478,get on,"['get', 'on']",PVC
2479,have on,"['have', 'on']",PVC
2480,give in,"['give', 'in']",PVC
2481,give in,"['give', 'in']",PVC
2482,take on,"['take', 'on']",PVC
2483,give in,"['give', 'in']",PVC
2484,get out,"['get', 'out']",PVC
2485,take on,"['take', 'on']",PVC
2486,get on with,"['get', 'on', 'with']",PVC
2487,get over,"['get', 'over']",PVC
2488,get out,"['get', 'out']",PVC
2489,get onto,"['get', 'onto']",PVC
2490,give in,"['give', 'in']",PVC
2491,get out,"['get', 'out']",PVC
2492,get out,"['get', 'out']",PVC
2493,have on,"['have', 'on']",PVC
2494,make for,"['make', 'for']",PVC
2495,make out,"['make', 'out']",PVC
2496,get out,"['get', 'out']",PVC
2497,get out,"['get', 'out']",PVC
2498,get out,"['get', 'out']",PVC
2499,get out,"['get', 'out']",PVC
2500,get out,"['get', 'out']",PVC
2501,get on,"['get', 'on']",PVC
2502,get down to,"['get', 'down', 'to']",PVC
2503,take on,"['take', 'on']",PVC
2504,get through,"['get', 'through']",PVC
2505,get through,"['get', 'through']",PVC
2506,get out,"['get', 'out']",PVC
2507,give in,"['give', 'in']",PVC
2508,get out,"['get', 'out']",PVC
2509,get at,"['get', 'at']",PVC
2510,get together,"['get', 'together']",PVC
2511,get out,"['get', 'out']",PVC
2512,do up,"['do', 'up']",PVC
2513,do up,"['do', 'up']",PVC
2514,get out,"['get', 'out']",PVC
2515,get off,"['get', 'off']",PVC
2516,get behind,"['get', 'behind']",PVC
2517,give in,"['give', 'in']",PVC
2518,get on,"['get', 'on']",PVC
2519,make for,"['make', 'for']",PVC
2520,get on,"['get', 'on']",PVC
2521,get at,"['get', 'at']",PVC
2522,give in,"['give', 'in']",PVC
2523,get on with,"['get', 'on', 'with']",PVC
2524,give in,"['give', 'in']",PVC
2525,get by,"['get', 'by']",PVC
2526,make out,"['make', 'out']",PVC
2527,take on,"['take', 'on']",PVC
2528,get by,"['get', 'by']",PVC
2529,get together,"['get', 'together']",PVC
2530,take on,"['take', 'on']",PVC
2531,get off,"['get', 'off']",PVC
2532,have on,"['have', 'on']",PVC
2533,get over,"['get', 'over']",PVC
2534,get at,"['get', 'at']",PVC
2535,take on,"['take', 'on']",PVC
2536,get through,"['get', 'through']",PVC
2537,make for,"['make', 'for']",PVC
2538,get out,"['get', 'out']",PVC
2539,make for,"['make', 'for']",PVC
2540,take on,"['take', 'on']",PVC
2541,get together,"['get', 'together']",PVC
2542,take on,"['take', 'on']",PVC
2543,take on,"['take', 'on']",PVC
2544,take after,"['take', 'after']",PVC
2545,get on,"['get', 'on']",PVC
2546,take on,"['take', 'on']",PVC
2547,get on,"['get', 'on']",PVC
2548,get on,"['get', 'on']",PVC
2549,get on,"['get', 'on']",PVC
2550,give in,"['give', 'in']",PVC
2551,get on with,"['get', 'on', 'with']",PVC
2552,make for,"['make', 'for']",PVC
2553,make for,"['make', 'for']",PVC
2554,have on,"['have', 'on']",PVC
2555,get on,"['get', 'on']",PVC
2556,get over,"['get', 'over']",PVC
2557,make for,"['make', 'for']",PVC
2558,get on,"['get', 'on']",PVC
2559,make for,"['make', 'for']",PVC
2560,get out,"['get', 'out']",PVC
2561,take on,"['take', 'on']",PVC
2562,give in,"['give', 'in']",PVC
2563,get out,"['get', 'out']",PVC
2564,give in,"['give', 'in']",PVC
2565,get through,"['get', 'through']",PVC
2566,get off,"['get', 'off']",PVC
2567,take on,"['take', 'on']",PVC
2568,make out,"['make', 'out']",PVC
2569,take on,"['take', 'on']",PVC
2570,get out,"['get', 'out']",PVC
2571,get on,"['get', 'on']",PVC
2572,get off,"['get', 'off']",PVC
2573,do up,"['do', 'up']",PVC
2574,make for,"['make', 'for']",PVC
2575,do up,"['do', 'up']",PVC
2576,get on,"['get', 'on']",PVC
2577,give in,"['give', 'in']",PVC
2578,make for,"['make', 'for']",PVC
2579,take on,"['take', 'on']",PVC
2580,give in,"['give', 'in']",PVC
2581,give in,"['give', 'in']",PVC
2582,get over,"['get', 'over']",PVC
2583,take on,"['take', 'on']",PVC
2584,get out,"['get', 'out']",PVC
2585,get together,"['get', 'together']",PVC
2586,take on,"['take', 'on']",PVC
2587,get on,"['get', 'on']",PVC
2588,get on with,"['get', 'on', 'with']",PVC
2589,have on,"['have', 'on']",PVC
2590,take on,"['take', 'on']",PVC
2591,get through,"['get', 'through']",PVC
2592,get on,"['get', 'on']",PVC
2593,make over,"['make', 'over']",PVC
2594,get on with,"['get', 'on', 'with']",PVC
2595,make out,"['make', 'out']",PVC
2596,take on,"['take', 'on']",PVC
2597,make over,"['make', 'over']",PVC
2598,take on,"['take', 'on']",PVC
2599,get through,"['get', 'through']",PVC
2600,get it on,"['get', 'it', 'on']",PVC
2601,get over,"['get', 'over']",PVC
2602,have on,"['have', 'on']",PVC
2603,give in,"['give', 'in']",PVC
2604,give in,"['give', 'in']",PVC
2605,get on,"['get', 'on']",PVC
2606,get off,"['get', 'off']",PVC
2607,make for,"['make', 'for']",PVC
2608,get out,"['get', 'out']",PVC
2609,get out,"['get', 'out']",PVC
2610,take on,"['take', 'on']",PVC
2611,get out,"['get', 'out']",PVC
